Name,Price,Discount,Rating,Offers,Capacity,Seller Name,Highlights,Services,Description
Seagate One Touch with up to 1030 Mb/s for Windows & Ma...,"₹12,999",53% off,4.2,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 35% off (price inclusive of cashback/coupon)","500 GB,1 TB,2 TB",MPDSLERetail,"Portable Hard Drive,Capacity: 2 TB,Connectivity: USB 3.0","3 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
Seagate One Touch with up to 1030 Mb/s for Windows & Ma...,"₹14,999",45% off,4.2,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 25% off (price inclusive of cashback/coupon)",2 TB,MPDSLERetail,"Portable Hard Drive,Capacity: 2 TB,Connectivity: USB 3.0","3 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
MSI SPATIUM 500 GB Desktop Internal Solid State Drive (...,"₹5,449",15% off,4.5,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 4% off (price inclusive of cashback/coupon)",,RetailNet,"Type: SSD,Interface: M.2,Form Factor: M.2,Capacity: 500 GB,Desktop","5 Years, or the coverage for the maximum TBW as stated, whichever comes first.,Cash on Delivery available,No Returns Applicable,GST invoice available",MSI SPATIUM M390 NVMe M.2 500GB SSD
"Simmtronics SSD 256 GB All in One PC's, Desktop, Laptop...","₹1,835",73% off,4.7,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,COCORED,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 256 GB,All in One PC's, Desktop, Laptop","Cash on Delivery available,No Returns Applicable",
"Simmtronics NA 128 GB All in One PC's, Desktop, Laptop ...","₹1,199",69% off,4.1,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,RKanhaInfotech,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 128 GB,All in One PC's, Desktop, Laptop","Cash on Delivery available,No Returns Applicable",
Seagate One Touch with up to 1030 Mb/s for Windows & Ma...,"₹6,199",31% off,4.2,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 4% off (price inclusive of cashback/coupon)","500 GB,1 TB,2 TB",MPDSLERetail,"Portable Hard Drive,Capacity: 500 GB,Connectivity: USB 3.0","3 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"SAMSUNG 870 Evo 1 TB Laptop, Desktop Internal Solid Sta...","₹8,087",49% off,4.5,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*","250 GB,500 GB,1 TB,2 TB,4 TB",MPDSLERetail,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 1 TB,Laptop, Desktop","Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"SAMSUNG 980 1 TB Laptop, Desktop Internal Solid State D...","₹7,670",52% off,4.6,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 23% off (price inclusive of cashback/coupon)",,MPDSLERetail,"Type: SSD,Interface: PCIe NVMe,Form Factor: M.2,Capacity: 1 TB,Laptop, Desktop","Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"EVM SSD 512 GB All in One PC's, Desktop, Laptop, Networ...","₹2,875",64% off,3.7,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,A1PRICEA1PRODUCTS,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 512 GB,All in One PC's, Desktop, Laptop, Network Attached Storage","Cash on Delivery available,No Returns Applicable",
"SAMSUNG 860 EVO 500 GB Laptop, All in One PC's, Desktop...","₹6,570",7% off,4.4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 6% off (price inclusive of cashback/coupon)","250 GB,500 GB,1 TB",MPDSLERetail,"Type: SSD,Interface: SATA,Form Factor: M.2,Capacity: 500 GB,Laptop, All in One PC's, Desktop","5 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"EXPERTRONICS SSD 256 GB Laptop, All in One PC's Interna...","₹1,660",52% off,4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,netcomiits,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 256 GB,Laptop, All in One PC's","5 Year warranty from Consistent Service Center,Cash on Delivery available,No Returns Applicable",This Expertronics combo of SSD and caddy come along with Consistent 256GB SSD and Expertronics 12.7 MM Caddy. This perfect solution will get your laptop new life and enhanced speed for gaming and other uses. Before you order kindly get check the size of caddy as per given images. If still you have any query ask us we will be happy to help you.
"SanDisk E30 / 800 Mbs / Window,Mac OS,Android / Portabl...","₹7,909",61% off,4.4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 55% off (price inclusive of cashback/coupon)","1 TB,2 TB",MTAILMODEECOM,"Portable Hard Drive,Capacity: 1 TB,Connectivity: USB 3.2,1 Port","3 Years Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"SanDisk E61/1050 Mbs/Window,Mac OS,Android/Portable,Typ...","₹15,319",72% off,4.4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 21% off (price inclusive of cashback/coupon)","500 GB,1 TB,2 TB,4 TB",MTAILMODEECOM,"Portable Hard Drive,Capacity: 2 TB,Connectivity: USB 3.2,1 Port","5 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"Simmtronics SSD 512 GB All in One PC's, Desktop, Laptop...","₹2,875",71% off,4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,RKanhaInfotech,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 512 GB,All in One PC's, Desktop, Laptop","Cash on Delivery available,No Returns Applicable","Simmtronics 128GB S930P PRO 2.5"" SATA Solid State Disk (SSD) delivers all the advantages of flash disk technology with Serial ATA I/II/III interface, including being fully compliant with standard 2.5-inch form factor, providing low power consumption compared to traditional hard drive and hot-swapping when removing/replacing/upgrading flash disks. The device is designed based on the standard 7-pin interface for data segment and 15-pin for power segment, as well as operating at a maximum operating frequency of 200MHz with 30MHz external crystal. Its capacity could provide a wide range up to 1TB. Moreover, it can reach up to 550MB/s read as well as 500MB/s write high performance based on 16CE and Toggle 2.0 TLC flash (with 32MB SDR enabled and measured by CrystalDiskMark v5.0)."
"SAMSUNG 980 Pro 1 TB Laptop, Desktop Internal Solid Sta...","₹9,949",57% off,4.5,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*","1 TB,2 TB",MPDSLERetail,"Type: SSD,Interface: PCIe NVMe,Form Factor: M.2,Capacity: 1 TB,Laptop, Desktop","Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"Simmtronics S950P PRO M.2 256 GB Desktop, Laptop, All i...","₹1,715",69% off,4.8,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 5% off (price inclusive of cashback/coupon)",,RKanhaInfotech,"Type: SSD,Interface: M.2,Form Factor: M.2,Capacity: 256 GB,Desktop, Laptop, All in One PC's","Cash on Delivery available,No Returns Applicable",
"scuda 256GB SATA SSD 256 GB Laptop, Desktop, All in One...","₹1,965",67% off,,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,RcRetailStore,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 256 GB,Laptop, Desktop, All in One PC's","Cash on Delivery available,No Returns Applicable",
ADATA SU650 240 GB Laptop Internal Solid State Drive (S...,"₹1,999",48% off,4.4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,A1PRICEA1PRODUCTS,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 240 GB,Laptop","Cash on Delivery available,No Returns Applicable",
Seagate One Touch with up to 1030 Mb/s for Windows & Ma...,"₹6,199",31% off,4.2,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 4% off (price inclusive of cashback/coupon)","500 GB,1 TB,2 TB",MPDSLERetail,"Portable Hard Drive,Capacity: 500 GB,Connectivity: USB 3.0","3 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
LAPCARE GEN3 512 GB Laptop Internal Solid State Drive (...,"₹2,959",57% off,4.4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,Thunderz,"Type: SSD,Interface: PCIe NVMe,Form Factor: M.2,Capacity: 512 GB,Laptop","Cash on Delivery available,No Returns Applicable",
scuda Internal Solid State Drive 2.5 Inch SATA 6Gb/s 12...,"₹1,299",52% off,4.1,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,Thunderz,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 128 GB,Laptop, Desktop","3 Years Carrying into Service Center,Cash on Delivery available,No Returns Applicable",
Seagate One Touch with up to 1030 Mb/s for Windows & Ma...,"₹14,999",45% off,4.2,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 25% off (price inclusive of cashback/coupon)",2 TB,MPDSLERetail,"Portable Hard Drive,Capacity: 2 TB,Connectivity: USB 3.0","3 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"Techmatrix Ultra Durable 240 GB Laptop, All in One PC's...","₹2,999",57% off,3.7,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,KartbinOnlineServices,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 240 GB,Laptop, All in One PC's, Desktop","Cash on Delivery available,No Returns Applicable","240GB, SSD write cache is enabled,Low power consumption, Laptop and Desktop 2.5Inch,/SATA III interface, ATA modes supported Sequential 128KB Read up to 550 MBPS and Write speeds up to 500MB/s respectively Operating temperature – Commercial (0°C to 70°C)5, Voltage input-Minimum : 4.5V , Maximum: 5.0V Boot up faster. Load files quicker. Improve overall system responsiveness 300% faster than a typical hard drive Improves battery life because it’s 45x more energy efficient than a typical hard drive 3-year limited warranty"
"WESTERN DIGITAL WD Black SN770 250 GB Desktop, Laptop I...","₹5,039",10% off,4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*","250 GB,500 GB",RetailNet,"Type: SSD,Interface: PCIe NVMe,Form Factor: M.2,Capacity: 250 GB,Desktop, Laptop","5 Years Limited Warranty,Cash on Delivery available,No Returns Applicable,GST invoice available",
"KINGSTON A400 240 GB Laptop, Desktop Internal Solid Sta...","₹2,892",50% off,4.5,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 11% off (price inclusive of cashback/coupon)","240 GB,480 GB",MTAILMODEECOM,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 240 GB,Laptop, Desktop","Limited 3 Years Warranty,Cash on Delivery available,No Returns Applicable,GST invoice available",Multiple capacities with space for applications or a hard drive replacement
"SAMSUNG 870 Evo 1 TB Laptop, Desktop Internal Solid Sta...","₹8,087",49% off,4.5,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*","250 GB,500 GB,1 TB,2 TB,4 TB",MPDSLERetail,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 1 TB,Laptop, Desktop","Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"SAMSUNG 980 Pro 1 TB Laptop, Desktop Internal Solid Sta...","₹9,949",57% off,4.5,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*","1 TB,2 TB",MPDSLERetail,"Type: SSD,Interface: PCIe NVMe,Form Factor: M.2,Capacity: 1 TB,Laptop, Desktop","Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
